ID,Area,Doc,Route/Context,Source (component › element),Type,English (verbatim),Arabic (fill in),Status,Bundle Key,Raw Status
2838,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,view button,button,View,,HARDCODED,,HARDCODED
2839,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,edit button,button,Edit,,HARDCODED,,HARDCODED
2840,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,auto-arrange button (idle/pending),button,Auto-arrange / Arranging...,,HARDCODED,,HARDCODED
2841,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,add-widget button,button,Add Widget,,HARDCODED,,HARDCODED
2842,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,DetailStatCard.label,label,Visibility,,HARDCODED,,HARDCODED
2843,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,visibility value,body,`dashboard.visibility`,,data-driven,,"data-driven (raw, capitalize CSS)"
2844,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,default badge,badge,Default,,HARDCODED,,HARDCODED
2845,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,system badge,badge,System,,HARDCODED,,HARDCODED
2846,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,DetailStatCard.label,label,Widgets,,HARDCODED,,HARDCODED
2847,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,widgets helper,body,`Grid columns: {n}`,,HARDCODED,,"HARDCODED (""Grid columns:"")"
2848,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,DetailStatCard.label,label,Updated,,HARDCODED,,HARDCODED
2849,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,created helper,body,`Created {relTime}`,,HARDCODED,,"HARDCODED (""Created"")"
2850,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,DetailStatCard.label,label,Tags,,HARDCODED,,HARDCODED
2851,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,tags empty,body,No tags,,HARDCODED,,HARDCODED
2852,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,EmptyState.title,empty-state,No widgets configured,,HARDCODED,,HARDCODED
2853,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,EmptyState.description,empty-state,Add widgets to make this dashboard useful to executive viewers.,,HARDCODED,,HARDCODED
2854,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,EmptyState action,button,Add Widget,,HARDCODED,,HARDCODED
2855,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,edit-mode widget type badge,badge,"`widget.type.replace(/_/g,' ')`",,data-driven,,data-driven (raw)
2856,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,edit-mode meta,body,`{w}x{h}` / `{n}s refresh`,,HARDCODED,,"HARDCODED (""s refresh"")"
2857,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,preview-data button,button,Preview Data,,HARDCODED,,HARDCODED
2858,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,edit button,button,Edit,,HARDCODED,,HARDCODED
2859,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,delete button,button,Delete,,HARDCODED,,HARDCODED
2860,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,ConfirmDialog.title,modal-title,Delete Widget,,HARDCODED,,HARDCODED
2861,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,ConfirmDialog.description,modal-body,"`Delete ""{title}"" from this dashboard?`",,HARDCODED,,HARDCODED
2862,Acta & Visus,24-acta-visus.md,/visus/dashboards/[dashboardId] — visus/dashboards/[dashboardId]/page.tsx,ConfirmDialog.confirmLabel,button,Delete Widget,,HARDCODED,,HARDCODED
2863,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,config parse error,validation,Invalid widget configuration JSON.,,HARDCODED,,HARDCODED
2864,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,DialogTitle (edit/create),modal-title,Edit Widget / Add Widget,,HARDCODED,,HARDCODED
2865,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,DialogDescription,modal-body,"Configure widget layout, data source hints, and refresh settings for this dashboard.",,HARDCODED,,HARDCODED
2866,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,FormField label,label,Title,,HARDCODED,,HARDCODED
2867,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,title input,placeholder,Executive KPI,,HARDCODED,,HARDCODED
2868,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,FormField label,label,Subtitle,,HARDCODED,,HARDCODED
2869,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,subtitle input,placeholder,Optional widget context,,HARDCODED,,HARDCODED
2870,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,FormField label,label,Widget Type,,HARDCODED,,HARDCODED
2871,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,widget-type FormField description,body,Widget type is immutable after creation.,,HARDCODED,,HARDCODED
2872,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,widget-type select,placeholder,Select widget type,,HARDCODED,,HARDCODED
2873,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,widget-type option,option,"`item.type.replace(/_/g,' ')`",,data-driven,,data-driven (visus.listWidgetTypes)
2874,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,FormField label,label,Refresh Interval (seconds),,HARDCODED,,HARDCODED
2875,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,FormField label,label,X / Y / Width / Height,,HARDCODED,,HARDCODED
2876,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,Label,label,Linked KPI,,HARDCODED,,HARDCODED
2877,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,kpi select,placeholder,Select KPI,,HARDCODED,,HARDCODED
2878,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,Label,label,Content,,HARDCODED,,HARDCODED
2879,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,content textarea,placeholder,Write an executive note or operational annotation.,,HARDCODED,,HARDCODED
2880,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,Label,label,Config JSON,,HARDCODED,,HARDCODED
2881,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,config textarea,placeholder,"`{""kpi_id"":""uuid""}`",,HARDCODED,,HARDCODED
2882,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,schema-hint heading,label,Type Schema Hint,,HARDCODED,,HARDCODED
2883,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,schema-hint body,body,`Backend-declared schema for {type}.`,,HARDCODED,,"HARDCODED (""Backend-declared schema for"")"
2884,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,cancel button,button,Cancel,,HARDCODED,,HARDCODED
2885,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-form-dialog.tsx,submit button,button,Saving... / Save Widget / Create Widget,,HARDCODED,,HARDCODED
2886,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,DialogTitle,modal-title,`{widget?.title ?? 'Widget preview'}`,,HARDCODED,,"HARDCODED (""Widget preview"") + data-driven"
2887,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,DialogDescription,modal-body,Live data payload returned by the widget endpoint.,,HARDCODED,,HARDCODED
2888,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,loading,body,Loading widget data...,,HARDCODED,,HARDCODED
2889,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,error,error,Unable to load widget data.,,HARDCODED,,HARDCODED
2890,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,DetailStatCard.label,label,Value,,HARDCODED,,HARDCODED
2891,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,DetailStatCard.label,label,Status,,HARDCODED,,HARDCODED
2892,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,DetailStatCard.label,label,Delta %,,HARDCODED,,HARDCODED
2893,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,section heading,label,Alert Feed,,HARDCODED,,HARDCODED
2894,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,section heading,label,Table Preview,,HARDCODED,,HARDCODED
2895,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,section heading,label,Status Items,,HARDCODED,,HARDCODED
2896,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,section heading,label,Raw Payload,,HARDCODED,,HARDCODED
2897,Acta & Visus,24-acta-visus.md,Component: [dashboardId]/_components/widget-preview-dialog.tsx,table headers / alert fields,data-driven,column.label / alert.title / alert.severity / item.label,,data-driven,,data-driven (widget data endpoint)
2898,Acta & Visus,24-acta-visus.md,_widgets/widget-renderer.tsx,unsupported fallback,body,`Unsupported widget type: {type}`,,HARDCODED,,"HARDCODED (""Unsupported widget type:"")"
2899,Acta & Visus,24-acta-visus.md,_widgets/widget-shell.tsx,actions trigger,aria-label,`Actions for {widget.title}`,,HARDCODED,,"HARDCODED (""Actions for"")"
2900,Acta & Visus,24-acta-visus.md,_widgets/widget-shell.tsx,menu item,link,View raw data,,HARDCODED,,HARDCODED
2901,Acta & Visus,24-acta-visus.md,_widgets/widget-shell.tsx,menu item,link,Edit widget,,HARDCODED,,HARDCODED
2902,Acta & Visus,24-acta-visus.md,_widgets/widget-shell.tsx,menu item,link,Delete,,HARDCODED,,HARDCODED
2903,Acta & Visus,24-acta-visus.md,_widgets/widget-shell.tsx,type badge,badge,"`widget.type.replace(/_/g,' ')`",,data-driven,,data-driven (raw)
2904,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,Sparkline default,aria-label,Trend sparkline,,HARDCODED,,HARDCODED
2905,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,WidgetError,body,Couldn't load data.,,HARDCODED,,HARDCODED
2906,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,WidgetError retry,button,Retry,,HARDCODED,,HARDCODED
2907,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,WidgetEmpty default,empty-state,No data yet.,,HARDCODED,,HARDCODED
2908,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,KpiCard empty,empty-state,No measurement yet.,,HARDCODED,,HARDCODED
2909,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,KpiCard delta,aria-label,`Change {pct}`,,HARDCODED,,"HARDCODED (""Change"")"
2910,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,KpiCard sparkline,aria-label,KPI trend,,HARDCODED,,HARDCODED
2911,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,KpiCard target,body,`Target: {value}{unit}`,,HARDCODED,,"HARDCODED (""Target:"")"
2912,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,TrendIndicator empty,empty-state,No trend recorded.,,HARDCODED,,HARDCODED
2913,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,TrendIndicator arrow,aria-label,`Trending {direction}`,,HARDCODED,,"HARDCODED (""Trending"")"
2914,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,TrendIndicator suffix,body,vs previous,,HARDCODED,,HARDCODED
2915,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,Sparkline empty,empty-state,No samples yet.,,HARDCODED,,HARDCODED
2916,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,Sparkline arrow,aria-label,`Trending {direction}`,,HARDCODED,,"HARDCODED (""Trending"")"
2917,Acta & Visus,24-acta-visus.md,_widgets/kpi-widgets.tsx,Sparkline body,aria-label,Value sparkline,,HARDCODED,,HARDCODED
2918,Acta & Visus,24-acta-visus.md,_widgets/gauge-widget.tsx,STATUS_LABEL,label,Normal / Warning / Critical / Unknown,,HARDCODED,,HARDCODED
2919,Acta & Visus,24-acta-visus.md,_widgets/gauge-widget.tsx,error body,error,Couldn't load gauge data.,,HARDCODED,,HARDCODED
2920,Acta & Visus,24-acta-visus.md,_widgets/gauge-widget.tsx,retry button,button,Retry,,HARDCODED,,HARDCODED
2921,Acta & Visus,24-acta-visus.md,_widgets/gauge-widget.tsx,no-data body,empty-state,No data available.,,HARDCODED,,HARDCODED
2922,Acta & Visus,24-acta-visus.md,_widgets/gauge-widget.tsx,status prefix,label,Status:,,HARDCODED,,HARDCODED
2923,Acta & Visus,24-acta-visus.md,_widgets/series-chart-widget.tsx,EMPTY_MESSAGE,empty-state,No data to display,,HARDCODED,,HARDCODED
2924,Acta & Visus,24-acta-visus.md,_widgets/series-chart-widget.tsx,error body,error,Couldn't load this chart.,,HARDCODED,,HARDCODED
2925,Acta & Visus,24-acta-visus.md,_widgets/series-chart-widget.tsx,retry button,button,Retry,,HARDCODED,,HARDCODED
2926,Acta & Visus,24-acta-visus.md,_widgets/distribution-widgets.tsx,WidgetError body,error,Couldn't load this widget.,,HARDCODED,,HARDCODED
2927,Acta & Visus,24-acta-visus.md,_widgets/distribution-widgets.tsx,WidgetError retry,button,Retry,,HARDCODED,,HARDCODED
2928,Acta & Visus,24-acta-visus.md,_widgets/distribution-widgets.tsx,PieChart center,label,Total,,HARDCODED,,HARDCODED
2929,Acta & Visus,24-acta-visus.md,_widgets/distribution-widgets.tsx,PieChart empty,empty-state,No data to display,,HARDCODED,,HARDCODED
2930,Acta & Visus,24-acta-visus.md,_widgets/distribution-widgets.tsx,Heatmap grid,aria-label,Heatmap,,HARDCODED,,HARDCODED
2931,Acta & Visus,24-acta-visus.md,_widgets/distribution-widgets.tsx,Heatmap empty,empty-state,No data to display,,HARDCODED,,HARDCODED
2932,Acta & Visus,24-acta-visus.md,_widgets/distribution-widgets.tsx,Heatmap cell,aria-label,"`{y}, {x}: {value}` / `{y}, {x}: no data`",,HARDCODED,,"HARDCODED (""no data"") + data-driven"
2933,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,AlertFeed error,error,Unable to load alerts.,,HARDCODED,,HARDCODED
2934,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,AlertFeed empty,empty-state,No active alerts,,HARDCODED,,HARDCODED
2935,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,alert occurrence,aria-label,`{n} occurrences`,,HARDCODED,,"HARDCODED (""occurrences"")"
2936,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,alert severity,body,`{severity} severity`,,HARDCODED,,"HARDCODED (""severity"") + data-driven"
2937,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,StatusGrid error,error,Unable to load status.,,HARDCODED,,HARDCODED
2938,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,StatusGrid empty,empty-state,No status metrics,,HARDCODED,,HARDCODED
2939,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,status tile,aria-label,`Status: {status}`,,HARDCODED,,"HARDCODED (""Status:"") + data-driven"
2940,Acta & Visus,24-acta-visus.md,_widgets/feed-widgets.tsx,ErrorState/EmptyState retry,button,Retry,,HARDCODED,,HARDCODED
2941,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,boolean cell,body,true / false,,HARDCODED,,HARDCODED (data render)
2942,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,ErrorState retry,button,Retry,,HARDCODED,,HARDCODED
2943,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,Table error,error,Unable to load table data.,,HARDCODED,,HARDCODED
2944,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,Table no-data,empty-state,No data,,HARDCODED,,HARDCODED
2945,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,Table no-rows,empty-state,No rows,,HARDCODED,,HARDCODED
2946,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,table footer,body,`Showing {n} of {total}`,,HARDCODED,,"HARDCODED (""Showing ... of"")"
2947,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,Text error,error,Unable to load text content.,,HARDCODED,,HARDCODED
2948,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,Text no-content,empty-state,No content,,HARDCODED,,HARDCODED
2949,Acta & Visus,24-acta-visus.md,_widgets/table-text-widgets.tsx,table headers,table-header,`column.label`,,data-driven,,data-driven (widget data endpoint)
2950,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,REPORT_FILTERS label,label,Type,,HARDCODED,,HARDCODED
2951,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,report_type option,option,Executive Summary,,HARDCODED,,HARDCODED
2952,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,report_type option,option,Security Posture,,HARDCODED,,HARDCODED
2953,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,report_type option,option,Data Intelligence,,HARDCODED,,HARDCODED
2954,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,report_type option,option,Governance,,HARDCODED,,HARDCODED
2955,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,report_type option,option,Legal,,HARDCODED,,HARDCODED
2956,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,report_type option,option,Custom,,HARDCODED,,HARDCODED
2957,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,REPORT_FILTERS label,label,Auto Send,,HARDCODED,,HARDCODED
2958,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,auto_send option,option,Enabled,,HARDCODED,,HARDCODED
2959,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,auto_send option,option,Disabled,,HARDCODED,,HARDCODED
2960,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,toast (create),toast,Report created.,,HARDCODED,,HARDCODED
2961,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,toast (update),toast,Report updated.,,HARDCODED,,HARDCODED
2962,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,toast (delete),toast,Report deleted.,,HARDCODED,,HARDCODED
2963,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,toast (generate),toast,Report generation started.,,HARDCODED,,HARDCODED
2964,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,toast (generate body),toast,`Snapshot {id} queued for {name}.`,,HARDCODED,,"HARDCODED (""Snapshot ... queued for"")"
2965,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,rowAction,link,View snapshots,,HARDCODED,,HARDCODED
2966,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,rowAction,link,Edit,,HARDCODED,,HARDCODED
2967,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,rowAction,link,Delete,,HARDCODED,,HARDCODED
2968,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,column header,table-header,Report,,HARDCODED,,HARDCODED
2969,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,report type subline,body,"`report_type.replace(/_/g,' ')` (fallback 'custom')",,data-driven,,data-driven (raw)
2970,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,column header,table-header,Schedule,,HARDCODED,,HARDCODED
2971,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,schedule fallback,body,On demand,,HARDCODED,,HARDCODED
2972,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,column header,table-header,Last Generated,,HARDCODED,,HARDCODED
2973,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,last-generated fallback,body,Never,,HARDCODED,,HARDCODED
2974,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,column header,table-header,Generations,,HARDCODED,,HARDCODED
2975,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,generate button (idle/pending),button,Generate / Generating...,,HARDCODED,,HARDCODED
2976,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,PageHeader.eyebrow,breadcrumb,Visus · Reports,,keyed,visus.list.reports.eyebrow,key: visus.list.reports.eyebrow
2977,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,PageHeader.title,heading,Reports,,keyed,visus.list.reports.title,key: visus.list.reports.title
2978,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,PageHeader.description,subheading,"Executive report definitions, delivery schedules, and historical output snapshots.",,keyed,visus.list.reports.description,key: visus.list.reports.description
2979,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,tag,badge,`{count} reports`,,keyed,visus.list.reports.tag,key: visus.list.reports.tag (fn)
2980,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,create button,button,Create Report,,keyed,visus.list.reports.create,key: visus.list.reports.create
2981,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,DataTable empty.title,empty-state,No reports found,,keyed,visus.list.reports.emptyTitle,key: visus.list.reports.emptyTitle
2982,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,DataTable empty.description,empty-state,No executive reports are configured for this tenant.,,keyed,visus.list.reports.emptyDescription,key: visus.list.reports.emptyDescription
2983,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,ConfirmDialog.title,modal-title,Delete Report,,HARDCODED,,HARDCODED
2984,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,ConfirmDialog.description,modal-body,"`Delete ""{name}""? Existing snapshots remain historical records, but future generation for this definition will stop.`",,HARDCODED,,HARDCODED
2985,Acta & Visus,24-acta-visus.md,/visus/reports — visus/reports/page.tsx,ConfirmDialog.confirmLabel,button,Delete Report,,HARDCODED,,HARDCODED
2986,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,DialogTitle (edit/create),modal-title,Edit Report / Create Report,,HARDCODED,,HARDCODED
2987,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,DialogDescription,modal-body,"Configure reusable executive report definitions, schedules, and recipients.",,HARDCODED,,HARDCODED
2988,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,FormField label,label,Name,,HARDCODED,,HARDCODED
2989,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,name input,placeholder,Weekly board briefing,,HARDCODED,,HARDCODED
2990,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,FormField label,label,Report Type,,HARDCODED,,HARDCODED
2991,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,report_type select,placeholder,Report type,,HARDCODED,,HARDCODED
2992,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,report_type option,option,"`item.replace(/_/g,' ')` (executive_summary / security_posture / data_intelligence / governance / legal / custom)",,HARDCODED,,HARDCODED (raw enum values)
2993,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,FormField label,label,Description,,HARDCODED,,HARDCODED
2994,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,description textarea,placeholder,Describe the audience and purpose of this report.,,HARDCODED,,HARDCODED
2995,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,FormField label,label,Reporting Period,,HARDCODED,,HARDCODED
2996,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,period select,placeholder,Select period,,HARDCODED,,HARDCODED
2997,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,period option,option,7d / 14d / 30d / 90d / quarterly / annual / custom,,HARDCODED,,HARDCODED (raw values)
2998,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,FormField label,label,Schedule,,HARDCODED,,HARDCODED
2999,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,schedule input,placeholder,0 7 * * MON,,HARDCODED,,HARDCODED
3000,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,FormField label,label,Custom Period Start,,HARDCODED,,HARDCODED
3001,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,FormField label,label,Custom Period End,,HARDCODED,,HARDCODED
3002,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,Label,label,Sections,,HARDCODED,,HARDCODED
3003,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,sections input,placeholder,"summary, risks, posture, trends",,HARDCODED,,HARDCODED
3004,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,sections helper,body,Comma-separated report sections. The backend requires at least one section.,,HARDCODED,,HARDCODED
3005,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,Label,label,Recipients,,HARDCODED,,HARDCODED
3006,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,MultiSelect,placeholder,Select report recipients,,HARDCODED,,HARDCODED
3007,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,auto_send label,label,Automatically send this report when generated on schedule,,HARDCODED,,HARDCODED
3008,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,cancel button,button,Cancel,,HARDCODED,,HARDCODED
3009,Acta & Visus,24-acta-visus.md,Component: _components/report-form-dialog.tsx,submit button,button,Saving... / Save Report / Create Report,,HARDCODED,,HARDCODED
3010,Acta & Visus,24-acta-visus.md,Component: _components/report-snapshots-dialog.tsx,DialogTitle,modal-title,Report Snapshots,,HARDCODED,,HARDCODED
